,verse,tsne_embedding
1061,"44:13 Then they rent their clothes, and laded every man his ass, and returned
to the city.","[-15.62755298614502, -34.73554611206055]"
1062,"44:14 And Judah and his brethren came to Joseph’s house; for he was yet there:
and they fell before him on the ground.","[9.755475044250488, -37.997352600097656]"
1063,"44:15 And Joseph said unto them, What deed is this that ye have done? wot ye
not that such a man as I can certainly divine? 44:16 And Judah said, What shall
we say unto my lord? what shall we speak? or how shall we clear ourselves? God
hath found out the iniquity of thy servants: behold, we are my lord’s servants,
both we, and he also with whom the cup is found.","[3.9164071083068848, -36.75496292114258]"
1064,"44:17 And he said, God forbid that I should do so: but the man in whose hand
the cup is found, he shall be my servant; and as for you, get you up in peace
unto your father.","[3.887207269668579, -26.968326568603516]"
1065,"44:18 Then Judah came near unto him, and said, Oh my lord, let thy servant, I
pray thee, speak a word in my lord’s ears, and let not thine anger burn against
thy servant: for thou art even as Pharaoh.","[2.006624698638916, -50.15125274658203]"
1066,"44:19 My lord asked his servants, saying, Have ye a father, or a brother? 44:20
And we said unto my lord, We have a father, an old man, and a child of his old
age, a little one; and his brother is dead, and he alone is left of his mother,
and his father loveth him.","[6.663033485412598, -29.353315353393555]"
1067,"44:21 And thou saidst unto thy servants, Bring him down unto me, that I may set
mine eyes upon him.","[3.0385732650756836, -28.318273544311523]"
1068,"44:22 And we said unto my lord, The lad cannot leave his father: for if he
should leave his father, his father would die.","[6.1008148193359375, -27.994131088256836]"
1069,"44:23 And thou saidst unto thy servants, Except your youngest brother come down
with you, ye shall see my face no more.","[8.22990894317627, -30.166025161743164]"
1070,"44:24 And it came to pass when we came up unto thy servant my father, we told
him the words of my lord.","[2.466951370239258, -27.892011642456055]"
1071,"44:25 And our father said, Go again, and buy us a little food.","[-11.124096870422363, -37.23391342163086]"
1072,"44:26 And we said, We cannot go down: if our youngest brother be with us, then
will we go down: for we may not see the man’s face, except our youngest brother
be with us.","[8.19600772857666, -30.126867294311523]"
1073,"44:27 And thy servant my father said unto us, Ye know that my wife bare me two
sons: 44:28 And the one went out from me, and I said, Surely he is torn in
pieces; and I saw him not since: 44:29 And if ye take this also from me, and
mischief befall him, ye shall bring down my gray hairs with sorrow to the
grave.","[7.6330366134643555, -28.063974380493164]"
1074,"44:30 Now therefore when I come to thy servant my father, and the lad be not
with us; seeing that his life is bound up in the lad’s life; 44:31 It shall
come to pass, when he seeth that the lad is not with us, that he will die: and
thy servants shall bring down the gray hairs of thy servant our father with
sorrow to the grave.","[7.107064247131348, -27.77276611328125]"
1075,"44:32 For thy servant became surety for the lad unto my father, saying, If I
bring him not unto thee, then I shall bear the blame to my father for ever.","[5.093193531036377, -27.85989761352539]"
1076,"44:33 Now therefore, I pray thee, let thy servant abide instead of the lad a
bondman to my lord; and let the lad go up with his brethren.","[4.586809158325195, -26.47287940979004]"
1077,"44:34 For how shall I go up to my father, and the lad be not with me? lest
peradventure I see the evil that shall come on my father.","[5.717514514923096, -27.346942901611328]"
1078,"45:1 Then Joseph could not refrain himself before all them that stood by him;
and he cried, Cause every man to go out from me. And there stood no man with
him, while Joseph made himself known unto his brethren.","[5.946288585662842, -39.859317779541016]"
1079,45:2 And he wept aloud: and the Egyptians and the house of Pharaoh heard.,"[1.2565703392028809, -49.507991790771484]"
1080,"45:3 And Joseph said unto his brethren, I am Joseph; doth my father yet live?
And his brethren could not answer him; for they were troubled at his presence.","[6.39298152923584, -41.087196350097656]"
1081,"45:4 And Joseph said unto his brethren, Come near to me, I pray you. And they
came near. And he said, I am Joseph your brother, whom ye sold into Egypt.","[4.646038055419922, -40.94434356689453]"
1082,"45:5 Now therefore be not grieved, nor angry with yourselves, that ye sold me
hither: for God did send me before you to preserve life.","[-0.014956246130168438, -30.26237678527832]"
1083,"45:6 For these two years hath the famine been in the land: and yet there are
five years, in the which there shall neither be earing nor harvest.","[-12.847271919250488, -46.56154251098633]"
1084,"45:7 And God sent me before you to preserve you a posterity in the earth, and
to save your lives by a great deliverance.","[-0.0028368309140205383, -30.154186248779297]"
1085,"45:8 So now it was not you that sent me hither, but God: and he hath made me a
father to Pharaoh, and lord of all his house, and a ruler throughout all the
land of Egypt.","[0.25161248445510864, -49.87039566040039]"
1086,"45:9 Haste ye, and go up to my father, and say unto him, Thus saith thy son
Joseph, God hath made me lord of all Egypt: come down unto me, tarry not: 45:10
And thou shalt dwell in the land of Goshen, and thou shalt be near unto me,
thou, and thy children, and thy children’s children, and thy flocks, and thy
herds, and all that thou hast: 45:11 And there will I nourish thee; for yet
there are five years of famine; lest thou, and thy household, and all that thou
hast, come to poverty.","[-5.631181240081787, -45.62351989746094]"
1087,"45:12 And, behold, your eyes see, and the eyes of my brother Benjamin, that it
is my mouth that speaketh unto you.","[8.908674240112305, -33.943603515625]"
1088,"45:13 And ye shall tell my father of all my glory in Egypt, and of all that ye
have seen; and ye shall haste and bring down my father hither.","[-0.30185529589653015, -49.279022216796875]"
1089,"45:14 And he fell upon his brother Benjamin’s neck, and wept; and Benjamin wept
upon his neck.","[8.666617393493652, -34.56620407104492]"
1090,"45:15 Moreover he kissed all his brethren, and wept upon them: and after that
his brethren talked with him.","[8.426957130432129, -35.39237976074219]"
1091,"45:16 And the fame thereof was heard in Pharaoh’s house, saying, Joseph’s
brethren are come: and it pleased Pharaoh well, and his servants.","[0.5070694088935852, -47.98906326293945]"
1092,"45:17 And Pharaoh said unto Joseph, Say unto thy brethren, This do ye; lade
your beasts, and go, get you unto the land of Canaan; 45:18 And take your
father and your households, and come unto me: and I will give you the good of
the land of Egypt, and ye shall eat the fat of the land.","[-6.2343010902404785, -44.859867095947266]"
1093,"45:19 Now thou art commanded, this do ye; take you wagons out of the land of
Egypt for your little ones, and for your wives, and bring your father, and
come.","[-3.861380100250244, -41.34126281738281]"
1094,"45:20 Also regard not your stuff; for the good of all the land of Egypt is
yours.","[-1.839781403541565, -49.400081634521484]"
1095,"45:21 And the children of Israel did so: and Joseph gave them wagons, according
to the commandment of Pharaoh, and gave them provision for the way.","[-3.8834922313690186, -41.152130126953125]"
1096,"45:22 To all of them he gave each man changes of raiment; but to Benjamin he
gave three hundred pieces of silver, and five changes of raiment.","[-5.520288944244385, -33.62431716918945]"
1097,"45:23 And to his father he sent after this manner; ten asses laden with the
good things of Egypt, and ten she asses laden with corn and bread and meat for
his father by the way.","[-9.278623580932617, -38.53022384643555]"
1098,"45:24 So he sent his brethren away, and they departed: and he said unto them,
See that ye fall not out by the way.","[-0.5629906058311462, -28.64008903503418]"
1099,"45:25 And they went up out of Egypt, and came into the land of Canaan unto
Jacob their father, 45:26 And told him, saying, Joseph is yet alive, and he is
governor over all the land of Egypt. And Jacob’s heart fainted, for he believed
them not.","[5.224752902984619, -43.06514358520508]"
1100,"45:27 And they told him all the words of Joseph, which he had said unto them:
and when he saw the wagons which Joseph had sent to carry him, the spirit of
Jacob their father revived: 45:28 And Israel said, It is enough; Joseph my son
is yet alive: I will go and see him before I die.","[5.715633392333984, -42.85235595703125]"
1101,"46:1 And Israel took his journey with all that he had, and came to Beersheba,
and offered sacrifices unto the God of his father Isaac.","[11.75554370880127, -18.050228118896484]"
